Transaction ID,Quantity,Price Per Unit,Total Spent,Transaction Date,Total_Corrected,Is_Total_Mismatch,High_Spending,Item_Category,Items_Per_Transaction,Transaction_Month_Ordinal,Transaction_Weekday_Ordinal,Price_Category_Ordinal,PayMethod_Credit Card,PayMethod_Digital Wallet,Loc_Takeaway,Item_Frequency_Encoded
TXN_2699583,5.0,4.0,20.0,2023-07-26,20.0,False,False,Pastry,5.0,6,2,1,False,True,False,0.1159748427672956
TXN_2156218,2.0,4.0,8.0,2023-07-24,8.0,False,False,Cold Drink,2.0,6,0,1,False,True,False,0.09886792452830188
TXN_4894699,2.0,1.0,2.0,2023-02-20,2.0,False,False,Pastry,2.0,1,0,0,False,True,False,0.1169811320754717
TXN_5427338,2.0,3.0,6.0,2023-04-27,6.0,False,False,Pastry,2.0,3,3,1,False,True,False,0.11119496855345912
TXN_8631468,1.0,3.0,3.0,2023-10-10,3.0,False,False,Pastry,1.0,9,1,1,True,False,False,0.11119496855345912
TXN_2378096,3.0,1.5,4.5,2023-09-22,4.5,False,False,Tea,3.0,8,4,0,False,False,True,0.1079245283018868
TXN_3620110,1.0,2.0,2.0,2023-06-01,2.0,False,False,Coffee,1.0,5,3,1,False,True,True,0.10767295597484276
TXN_1005331,1.0,2.0,2.0,2023-11-04,2.0,False,False,Coffee,1.0,10,5,1,False,True,True,0.10767295597484276
TXN_1579182,5.0,3.0,15.0,2023-02-20,15.0,False,False,Cold Drink,5.0,1,0,1,False,False,False,0.1210062893081761
TXN_6843517,5.0,4.0,20.0,2023-01-02,20.0,False,False,Pastry,5.0,0,0,1,True,False,False,0.1159748427672956
TXN_9298053,5.0,3.0,15.0,2023-06-29,15.0,False,False,Cold Drink,5.0,5,3,1,False,False,False,0.1210062893081761
TXN_4987246,3.0,1.0,3.0,2023-11-24,3.0,False,False,Pastry,3.0,10,4,0,False,True,True,0.1169811320754717
TXN_6236864,2.0,1.5,3.0,2023-08-17,3.0,False,False,Tea,2.0,7,3,0,False,True,False,0.1079245283018868
TXN_7201361,3.0,4.0,12.0,2023-05-26,12.0,False,False,Cold Drink,3.0,4,4,1,False,False,False,0.09886792452830188
TXN_2229365,2.0,4.0,8.0,2023-09-07,8.0,False,False,Pastry,2.0,8,3,1,False,False,False,0.1159748427672956
TXN_5563675,3.0,1.5,4.5,2023-01-01,4.5,False,False,Tea,3.0,0,6,0,False,True,False,0.1079245283018868
TXN_7907499,3.0,3.0,9.0,2023-04-18,9.0,False,False,Cold Drink,3.0,3,1,1,False,True,True,0.1210062893081761
TXN_8360073,4.0,3.0,12.0,2023-06-15,12.0,False,False,Pastry,4.0,5,3,1,False,True,False,0.11119496855345912
TXN_4840295,4.0,4.0,16.0,2023-02-02,16.0,False,False,Other,4.0,1,3,1,False,True,True,0.035974842767295595
TXN_2690515,2.0,4.0,8.0,2023-09-06,8.0,False,False,Pastry,2.0,8,2,1,False,False,True,0.1159748427672956
TXN_2080682,3.0,2.0,6.0,2023-05-02,6.0,False,False,Coffee,3.0,4,1,1,True,False,False,0.10767295597484276
TXN_5661891,1.0,5.0,5.0,2023-10-28,5.0,False,False,Salad,1.0,9,5,2,False,True,True,0.1210062893081761
TXN_1834831,5.0,5.0,25.0,2023-02-16,25.0,False,True,Other,5.0,1,3,2,False,True,False,0.03069182389937107
TXN_9834415,2.0,1.0,2.0,2023-12-28,2.0,False,False,Pastry,2.0,11,3,0,True,False,False,0.1169811320754717
TXN_4002629,5.0,3.0,15.0,2023-06-15,15.0,False,False,Pastry,5.0,5,3,1,True,False,False,0.11119496855345912
TXN_6259827,2.0,3.0,6.0,2023-06-14,6.0,False,False,Pastry,2.0,5,2,1,True,False,True,0.11119496855345912
TXN_4735392,3.0,4.0,12.0,2023-04-04,12.0,False,False,Cold Drink,3.0,3,1,1,True,False,True,0.09886792452830188
TXN_8410712,5.0,3.0,15.0,2023-10-23,15.0,False,False,Cold Drink,5.0,9,0,1,False,True,True,0.1210062893081761
TXN_6009395,4.0,4.0,16.0,2023-07-20,16.0,False,False,Pastry,4.0,6,3,1,False,False,False,0.1159748427672956
TXN_3733753,1.0,4.0,4.0,2023-03-10,4.0,False,False,Pastry,1.0,2,4,1,False,True,True,0.1159748427672956
TXN_4084548,2.0,5.0,10.0,2023-07-21,10.0,False,False,Salad,2.0,6,4,2,False,False,False,0.1210062893081761
TXN_7125945,3.0,3.0,9.0,2023-01-30,9.0,False,False,Pastry,3.0,0,0,1,True,False,False,0.11119496855345912
TXN_9474082,3.0,5.0,15.0,2023-03-22,15.0,False,False,Other,3.0,2,2,2,False,True,False,0.03270440251572327
TXN_2810554,1.0,3.0,3.0,2023-02-18,3.0,False,False,Other,1.0,1,5,1,True,False,True,0.03270440251572327
TXN_5435751,1.0,4.0,4.0,2023-05-24,4.0,False,False,Pastry,1.0,4,2,1,True,False,True,0.1159748427672956
TXN_1339457,3.0,4.0,12.0,2023-05-23,12.0,False,False,Other,3.0,4,1,1,False,True,False,0.03069182389937107
TXN_6885561,3.0,4.0,12.0,2023-06-24,12.0,False,False,Cold Drink,3.0,5,5,1,False,True,True,0.09886792452830188
TXN_6304285,5.0,3.0,15.0,2023-11-16,15.0,False,False,Pastry,5.0,10,3,1,False,True,True,0.11119496855345912
TXN_3653328,4.0,1.0,4.0,2023-06-27,4.0,False,False,Pastry,4.0,5,1,0,False,True,False,0.1169811320754717
TXN_1270603,4.0,3.0,12.0,2023-12-03,12.0,False,False,Cold Drink,4.0,11,6,1,True,False,True,0.1210062893081761
TXN_2897115,3.0,2.0,6.0,2023-06-23,6.0,False,False,Other,3.0,5,4,1,False,True,False,0.03270440251572327
TXN_7770253,5.0,2.0,10.0,2023-01-06,10.0,False,False,Coffee,5.0,0,4,1,False,True,True,0.10767295597484276
TXN_6669163,1.0,1.0,1.0,2023-07-26,1.0,False,False,Pastry,1.0,6,2,0,True,False,True,0.1169811320754717
TXN_9695128,1.0,3.0,3.0,2023-12-21,3.0,False,False,Pastry,1.0,11,3,1,False,False,False,0.11119496855345912
TXN_8700156,4.0,1.5,6.0,2023-12-25,6.0,False,False,Tea,4.0,11,0,0,True,False,False,0.1079245283018868
TXN_4371760,2.0,4.0,8.0,2023-01-12,8.0,False,False,Cold Drink,2.0,0,3,1,False,False,False,0.09886792452830188
TXN_4468830,4.0,4.0,16.0,2023-11-10,16.0,False,False,Cold Drink,4.0,10,4,1,False,True,False,0.09886792452830188
TXN_3023841,3.0,1.5,4.5,2023-04-29,4.5,False,False,Tea,3.0,3,5,0,False,True,True,0.1079245283018868
TXN_8793244,4.0,3.0,12.0,2023-05-08,12.0,False,False,Pastry,4.0,4,0,1,True,False,True,0.11119496855345912
TXN_5448602,3.0,3.0,9.0,2023-01-17,9.0,False,False,Cold Drink,3.0,0,1,1,True,False,False,0.1210062893081761
TXN_1346517,1.0,2.0,2.0,2023-03-20,2.0,False,False,Coffee,1.0,2,0,1,False,True,True,0.10767295597484276
TXN_9277534,2.0,4.0,8.0,2023-04-25,8.0,False,False,Cold Drink,2.0,3,1,1,True,False,False,0.09886792452830188
TXN_6145837,5.0,3.0,15.0,2023-08-27,15.0,False,False,Pastry,5.0,7,6,1,False,True,True,0.11119496855345912
TXN_5067056,1.0,4.0,4.0,2023-08-13,4.0,False,False,Pastry,1.0,7,6,1,False,False,False,0.1159748427672956
TXN_4449173,1.0,2.0,2.0,2023-04-05,2.0,False,False,Other,1.0,3,2,1,False,True,True,0.035974842767295595
TXN_8626161,3.0,4.0,12.0,2023-11-23,12.0,False,False,Cold Drink,3.0,10,3,1,False,True,False,0.09886792452830188
TXN_7099050,3.0,5.0,15.0,2023-01-18,15.0,False,False,Salad,3.0,0,2,2,True,False,True,0.1210062893081761
TXN_9565465,3.0,1.5,4.5,2023-12-26,4.5,False,False,Tea,3.0,11,1,0,True,False,False,0.1079245283018868
TXN_6301600,4.0,3.0,12.0,2023-02-28,12.0,False,False,Cold Drink,4.0,1,1,1,False,True,False,0.1210062893081761
TXN_4784128,3.0,4.0,12.0,2023-08-27,12.0,False,False,Pastry,3.0,7,6,1,False,False,True,0.1159748427672956
TXN_5560205,3.0,2.0,6.0,2023-12-22,6.0,False,False,Coffee,3.0,11,4,1,False,False,False,0.10767295597484276
TXN_6119798,1.0,5.0,5.0,2023-09-19,5.0,False,False,Salad,1.0,8,1,2,True,False,False,0.1210062893081761
TXN_9793353,3.0,2.0,6.0,2023-08-21,6.0,False,False,Coffee,3.0,7,0,1,True,False,True,0.10767295597484276
TXN_2064360,4.0,2.0,8.0,2023-08-30,8.0,False,False,Coffee,4.0,7,2,1,False,True,False,0.10767295597484276
TXN_7125392,4.0,1.0,4.0,2023-07-05,4.0,False,False,Pastry,4.0,6,2,0,False,True,True,0.1169811320754717
TXN_2564219,1.0,5.0,5.0,2023-07-18,5.0,False,False,Salad,1.0,6,1,2,False,True,True,0.1210062893081761
TXN_4488222,3.0,1.5,4.5,2023-03-13,4.5,False,False,Tea,3.0,2,0,0,False,True,True,0.1079245283018868
TXN_9853577,2.0,4.0,8.0,2023-04-30,8.0,False,False,Pastry,2.0,3,6,1,True,False,False,0.1159748427672956
TXN_1672443,1.0,2.0,2.0,2023-10-03,2.0,False,False,Coffee,1.0,9,1,1,True,False,True,0.10767295597484276
TXN_6277500,4.0,2.0,8.0,2023-01-09,8.0,False,False,Coffee,4.0,0,0,1,True,False,True,0.10767295597484276
TXN_6671827,1.0,5.0,5.0,2023-08-09,5.0,False,False,Salad,1.0,7,2,2,True,False,True,0.1210062893081761
TXN_5894676,5.0,4.0,20.0,2023-06-17,20.0,False,False,Cold Drink,5.0,5,5,1,True,False,True,0.09886792452830188
TXN_1411744,4.0,4.0,16.0,2023-09-17,16.0,False,False,Cold Drink,4.0,8,6,1,True,False,True,0.09886792452830188
TXN_4030197,3.0,5.0,15.0,2023-03-05,15.0,False,False,Salad,3.0,2,6,2,True,False,True,0.1210062893081761
TXN_7276927,5.0,2.0,10.0,2023-07-06,10.0,False,False,Coffee,5.0,6,3,1,False,False,True,0.10767295597484276
TXN_3912836,1.0,5.0,5.0,2023-11-23,5.0,False,False,Salad,1.0,10,3,2,True,False,False,0.1210062893081761
TXN_3833729,4.0,4.0,16.0,2023-11-13,16.0,False,False,Cold Drink,4.0,10,0,1,False,True,False,0.09886792452830188
TXN_7054393,2.0,2.0,4.0,2023-05-30,4.0,False,False,Coffee,2.0,4,1,1,False,True,False,0.10767295597484276
TXN_1395083,1.0,3.0,3.0,2023-07-08,3.0,False,False,Cold Drink,1.0,6,5,1,False,False,False,0.1210062893081761
TXN_8784653,1.0,4.0,4.0,2023-09-12,4.0,False,False,Cold Drink,1.0,8,1,1,False,False,False,0.09886792452830188
TXN_8308672,2.0,5.0,10.0,2023-01-01,10.0,False,False,Salad,2.0,0,6,2,False,True,True,0.1210062893081761
TXN_3190959,2.0,1.5,3.0,2023-12-16,3.0,False,False,Tea,2.0,11,5,0,True,False,True,0.1079245283018868
TXN_5516804,5.0,4.0,20.0,2023-09-26,20.0,False,False,Pastry,5.0,8,1,1,True,False,True,0.1159748427672956
TXN_6117497,2.0,2.0,4.0,2023-02-13,4.0,False,False,Coffee,2.0,1,0,1,False,True,False,0.10767295597484276
TXN_3818464,2.0,3.0,6.0,2023-03-02,6.0,False,False,Pastry,2.0,2,3,1,False,False,False,0.11119496855345912
TXN_2093816,3.0,4.0,12.0,2023-04-06,12.0,False,False,Pastry,3.0,3,3,1,False,False,True,0.1159748427672956
TXN_7694020,2.0,1.0,2.0,2023-08-06,2.0,False,False,Pastry,2.0,7,6,0,False,True,True,0.1169811320754717
TXN_7415686,3.0,4.0,12.0,2023-04-13,12.0,False,False,Pastry,3.0,3,3,1,True,False,False,0.1159748427672956
TXN_7231548,3.0,4.0,12.0,2023-11-06,12.0,False,False,Cold Drink,3.0,10,0,1,True,False,False,0.09886792452830188
TXN_5956755,5.0,4.0,20.0,2023-03-05,20.0,False,False,Pastry,5.0,2,6,1,False,True,True,0.1159748427672956
TXN_7741256,5.0,3.0,15.0,2023-04-24,15.0,False,False,Other,5.0,3,0,1,False,True,True,0.035974842767295595
TXN_2621008,2.0,1.0,2.0,2023-10-21,2.0,False,False,Other,2.0,9,5,0,False,True,True,0.03270440251572327
TXN_8002886,5.0,2.0,10.0,2023-05-28,10.0,False,False,Coffee,5.0,4,6,1,False,True,True,0.10767295597484276
TXN_7694491,3.0,5.0,15.0,2023-09-01,15.0,False,False,Salad,3.0,8,4,2,False,False,False,0.1210062893081761
TXN_2764962,2.0,1.5,3.0,2023-08-13,3.0,False,False,Tea,2.0,7,6,0,True,False,True,0.1079245283018868
TXN_5396727,2.0,3.0,6.0,2023-10-13,6.0,False,False,Cold Drink,2.0,9,4,1,True,False,True,0.1210062893081761
TXN_3413185,4.0,3.0,12.0,2023-03-03,12.0,False,False,Pastry,4.0,2,4,1,True,False,False,0.11119496855345912
TXN_1491299,2.0,3.0,6.0,2023-02-27,6.0,False,False,Cold Drink,2.0,1,0,1,True,False,False,0.1210062893081761
TXN_3277379,2.0,5.0,10.0,2023-01-06,10.0,False,False,Salad,2.0,0,4,2,True,False,True,0.1210062893081761
TXN_2568101,5.0,5.0,25.0,2023-08-03,25.0,False,True,Salad,5.0,7,3,2,False,False,True,0.1210062893081761
TXN_3247340,3.0,1.5,4.5,2023-12-25,4.5,False,False,Tea,3.0,11,0,0,False,False,True,0.1079245283018868
TXN_3044825,1.0,1.5,1.5,2023-08-14,1.5,False,False,Other,1.0,7,0,0,True,False,False,0.03069182389937107
TXN_9744862,4.0,3.0,12.0,2023-09-19,12.0,False,False,Cold Drink,4.0,8,1,1,False,False,False,0.1210062893081761
TXN_4064245,3.0,3.0,9.0,2023-02-20,9.0,False,False,Cold Drink,3.0,1,0,1,True,False,True,0.1210062893081761
TXN_8777692,4.0,2.0,8.0,2023-12-06,8.0,False,False,Coffee,4.0,11,2,1,True,False,False,0.10767295597484276
TXN_6626427,4.0,1.0,4.0,2023-02-13,4.0,False,False,Pastry,4.0,1,0,0,False,True,False,0.1169811320754717
TXN_4824773,5.0,5.0,25.0,2023-06-06,25.0,False,True,Salad,5.0,5,1,2,False,False,True,0.1210062893081761
TXN_6364938,3.0,2.0,6.0,2023-07-16,6.0,False,False,Coffee,3.0,6,6,1,False,True,False,0.10767295597484276
TXN_6755757,4.0,4.0,16.0,2023-04-05,16.0,False,False,Other,4.0,3,2,1,True,False,False,0.03270440251572327
TXN_4563646,5.0,3.0,15.0,2023-10-10,15.0,False,False,Cold Drink,5.0,9,1,1,False,False,True,0.1210062893081761
TXN_2130415,1.0,2.0,2.0,2023-12-08,2.0,False,False,Other,1.0,11,4,1,False,True,True,0.035974842767295595
TXN_1738607,2.0,3.0,6.0,2023-01-17,6.0,False,False,Cold Drink,2.0,0,1,1,True,False,False,0.1210062893081761
TXN_3927733,5.0,5.0,25.0,2023-01-20,25.0,False,True,Salad,5.0,0,4,2,True,False,True,0.1210062893081761
TXN_9489176,5.0,3.0,15.0,2023-01-10,15.0,False,False,Cold Drink,5.0,0,1,1,False,True,False,0.1210062893081761
TXN_3061266,4.0,1.0,4.0,2023-12-06,4.0,False,False,Pastry,4.0,11,2,0,True,False,False,0.1169811320754717
TXN_7217284,3.0,5.0,15.0,2023-12-29,15.0,False,False,Salad,3.0,11,4,2,False,False,False,0.1210062893081761
TXN_8397155,4.0,5.0,20.0,2023-08-16,20.0,False,False,Salad,4.0,7,2,2,True,False,True,0.1210062893081761
TXN_4301188,4.0,4.0,16.0,2023-12-23,16.0,False,False,Cold Drink,4.0,11,5,1,True,False,False,0.09886792452830188
TXN_7865220,1.0,4.0,4.0,2023-06-28,4.0,False,False,Cold Drink,1.0,5,2,1,True,False,True,0.09886792452830188
TXN_9270865,2.0,4.0,8.0,2023-11-06,8.0,False,False,Cold Drink,2.0,10,0,1,True,False,True,0.09886792452830188
TXN_1248436,4.0,3.0,12.0,2023-08-14,12.0,False,False,Pastry,4.0,7,0,1,True,False,True,0.11119496855345912
TXN_5413274,5.0,4.0,20.0,2023-02-10,20.0,False,False,Cold Drink,5.0,1,4,1,True,False,False,0.09886792452830188
TXN_5902629,3.0,1.0,3.0,2023-01-26,3.0,False,False,Pastry,3.0,0,3,0,False,False,True,0.1169811320754717
TXN_6629689,2.0,4.0,8.0,2023-05-29,8.0,False,False,Pastry,2.0,4,0,1,True,False,False,0.1159748427672956
TXN_2345373,3.0,1.5,4.5,2023-02-20,4.5,False,False,Tea,3.0,1,0,0,True,False,True,0.1079245283018868
TXN_9372046,3.0,2.0,6.0,2023-04-10,6.0,False,False,Other,3.0,3,0,1,True,False,False,0.03270440251572327
TXN_1108663,3.0,3.0,9.0,2023-08-16,9.0,False,False,Cold Drink,3.0,7,2,1,False,False,True,0.1210062893081761
TXN_4959129,2.0,3.0,6.0,2023-06-24,6.0,False,False,Other,2.0,5,5,1,True,False,False,0.035974842767295595
TXN_9587015,3.0,5.0,15.0,2023-06-25,15.0,False,False,Salad,3.0,5,6,2,False,True,False,0.1210062893081761
TXN_6915899,3.0,5.0,15.0,2023-05-29,15.0,False,False,Salad,3.0,4,0,2,True,False,False,0.1210062893081761
TXN_6211466,2.0,1.5,3.0,2023-09-12,3.0,False,False,Other,2.0,8,1,0,False,False,False,0.035974842767295595
TXN_5198524,1.0,3.0,3.0,2023-06-14,3.0,False,False,Pastry,1.0,5,2,1,True,False,False,0.11119496855345912
TXN_6786340,5.0,2.0,10.0,2023-04-18,10.0,False,False,Coffee,5.0,3,1,1,False,True,True,0.10767295597484276
TXN_8689246,5.0,4.0,20.0,2023-05-16,20.0,False,False,Pastry,5.0,4,1,1,True,False,False,0.1159748427672956
TXN_1730850,2.0,3.0,6.0,2023-12-15,6.0,False,False,Cold Drink,2.0,11,4,1,False,False,True,0.1210062893081761
TXN_9833245,1.0,1.0,1.0,2023-04-30,1.0,False,False,Pastry,1.0,3,6,0,False,True,True,0.1169811320754717
TXN_9690114,2.0,2.0,4.0,2023-12-01,4.0,False,False,Coffee,2.0,11,4,1,True,False,True,0.10767295597484276
TXN_7944534,2.0,1.5,3.0,2023-10-13,3.0,False,False,Tea,2.0,9,4,0,False,True,False,0.1079245283018868
TXN_8792638,3.0,1.5,4.5,2023-07-02,4.5,False,False,Tea,3.0,6,6,0,True,False,True,0.1079245283018868
TXN_7397665,5.0,5.0,25.0,2023-11-11,25.0,False,True,Salad,5.0,10,5,2,True,False,True,0.1210062893081761
TXN_3493951,5.0,4.0,20.0,2023-08-20,20.0,False,False,Cold Drink,5.0,7,6,1,False,False,True,0.09886792452830188
TXN_5255023,2.0,4.0,8.0,2023-11-15,8.0,False,False,Other,2.0,10,2,1,True,False,False,0.03069182389937107
TXN_8878830,4.0,2.0,8.0,2023-10-11,8.0,False,False,Coffee,4.0,9,2,1,True,False,True,0.10767295597484276
TXN_3303114,4.0,5.0,20.0,2023-06-18,20.0,False,False,Salad,4.0,5,6,2,True,False,False,0.1210062893081761
TXN_2106437,1.0,1.5,1.5,2023-08-01,1.5,False,False,Tea,1.0,7,1,0,False,False,True,0.1079245283018868
TXN_2291713,4.0,5.0,20.0,2023-08-06,20.0,False,False,Salad,4.0,7,6,2,False,False,False,0.1210062893081761
TXN_6643951,1.0,4.0,4.0,2023-01-07,4.0,False,False,Other,1.0,0,5,1,True,False,False,0.03270440251572327
TXN_6725579,2.0,1.5,3.0,2023-02-21,3.0,False,False,Tea,2.0,1,1,0,True,False,True,0.1079245283018868
TXN_6037712,3.0,5.0,15.0,2023-08-10,15.0,False,False,Salad,3.0,7,3,2,True,False,False,0.1210062893081761
TXN_6845225,4.0,1.5,6.0,2023-02-21,6.0,False,False,Tea,4.0,1,1,0,True,False,True,0.1079245283018868
TXN_9798525,2.0,2.0,4.0,2023-11-05,4.0,False,False,Coffee,2.0,10,6,1,False,True,True,0.10767295597484276
TXN_4974012,5.0,4.0,20.0,2023-05-17,20.0,False,False,Pastry,5.0,4,2,1,False,False,True,0.1159748427672956
TXN_1482123,1.0,2.0,2.0,2023-06-17,2.0,False,False,Coffee,1.0,5,5,1,False,False,False,0.10767295597484276
TXN_5622313,2.0,5.0,10.0,2023-01-07,10.0,False,False,Salad,2.0,0,5,2,True,False,False,0.1210062893081761
TXN_6249754,1.0,4.0,4.0,2023-10-21,4.0,False,False,Cold Drink,1.0,9,5,1,True,False,True,0.09886792452830188
TXN_9729280,3.0,1.5,4.5,2023-11-06,4.5,False,False,Tea,3.0,10,0,0,True,False,False,0.1079245283018868
TXN_1045022,4.0,4.0,16.0,2023-10-13,16.0,False,False,Pastry,4.0,9,4,1,True,False,True,0.1159748427672956
TXN_4598397,4.0,2.0,8.0,2023-09-13,8.0,False,False,Coffee,4.0,8,2,1,False,False,True,0.10767295597484276
TXN_9186913,2.0,1.0,2.0,2023-10-16,2.0,False,False,Pastry,2.0,9,0,0,True,False,True,0.1169811320754717
TXN_9507002,1.0,4.0,4.0,2023-05-08,4.0,False,False,Cold Drink,1.0,4,0,1,False,False,True,0.09886792452830188
TXN_4423218,3.0,1.0,3.0,2023-05-29,3.0,False,False,Pastry,3.0,4,0,0,False,False,False,0.1169811320754717
TXN_4851339,1.0,4.0,4.0,2023-02-01,4.0,False,False,Pastry,1.0,1,2,1,False,True,True,0.1159748427672956
TXN_3274105,5.0,1.0,5.0,2023-07-28,5.0,False,False,Pastry,5.0,6,4,0,True,False,True,0.1169811320754717
TXN_2810280,1.0,4.0,4.0,2023-06-25,4.0,False,False,Cold Drink,1.0,5,6,1,False,True,True,0.09886792452830188
TXN_2334523,5.0,2.0,10.0,2023-08-17,10.0,False,False,Coffee,5.0,7,3,1,False,True,True,0.10767295597484276
TXN_8611913,5.0,1.5,7.5,2023-07-16,7.5,False,False,Tea,5.0,6,6,0,False,True,False,0.1079245283018868
TXN_9947479,5.0,4.0,20.0,2023-09-27,20.0,False,False,Cold Drink,5.0,8,2,1,False,False,True,0.09886792452830188
TXN_6403859,5.0,4.0,20.0,2023-03-06,20.0,False,False,Pastry,5.0,2,0,1,True,False,False,0.1159748427672956
TXN_9703722,5.0,4.0,20.0,2023-01-11,20.0,False,False,Pastry,5.0,0,2,1,False,True,True,0.1159748427672956
TXN_6259001,4.0,1.5,6.0,2023-01-30,6.0,False,False,Tea,4.0,0,0,0,False,True,False,0.1079245283018868
TXN_6119081,2.0,2.0,4.0,2023-09-27,4.0,False,False,Coffee,2.0,8,2,1,False,False,False,0.10767295597484276
TXN_4811887,2.0,3.0,6.0,2023-02-11,6.0,False,False,Pastry,2.0,1,5,1,False,False,False,0.11119496855345912
TXN_9587814,3.0,3.0,9.0,2023-01-25,9.0,False,False,Cold Drink,3.0,0,2,1,False,False,False,0.1210062893081761
TXN_7946450,1.0,4.0,4.0,2023-07-15,4.0,False,False,Cold Drink,1.0,6,5,1,True,False,False,0.09886792452830188
TXN_7510217,5.0,1.5,7.5,2023-10-24,7.5,False,False,Tea,5.0,9,1,0,True,False,False,0.1079245283018868
TXN_7852397,3.0,1.5,4.5,2023-08-10,4.5,False,False,Tea,3.0,7,3,0,False,False,False,0.1079245283018868
TXN_2982995,1.0,5.0,5.0,2023-04-06,5.0,False,False,Salad,1.0,3,3,2,True,False,True,0.1210062893081761
TXN_4223265,5.0,3.0,15.0,2023-06-06,15.0,False,False,Pastry,5.0,5,1,1,False,True,False,0.11119496855345912
TXN_6491662,2.0,2.0,4.0,2023-10-06,4.0,False,False,Coffee,2.0,9,4,1,False,True,True,0.10767295597484276
TXN_9500986,2.0,1.0,2.0,2023-05-10,2.0,False,False,Pastry,2.0,4,2,0,False,True,True,0.1169811320754717
TXN_9137801,5.0,4.0,20.0,2023-06-10,20.0,False,False,Other,5.0,5,5,1,True,False,False,0.035974842767295595
TXN_6092344,5.0,1.0,5.0,2023-12-04,5.0,False,False,Pastry,5.0,11,0,0,True,False,True,0.1169811320754717
TXN_8110646,2.0,3.0,6.0,2023-06-07,6.0,False,False,Other,2.0,5,2,1,True,False,True,0.035974842767295595
TXN_5571026,1.0,5.0,5.0,2023-09-08,5.0,False,False,Other,1.0,8,4,2,False,False,True,0.035974842767295595
TXN_6336973,4.0,2.0,8.0,2023-03-21,8.0,False,False,Coffee,4.0,2,1,1,False,True,True,0.10767295597484276
TXN_5609260,5.0,1.0,5.0,2023-05-02,5.0,False,False,Pastry,5.0,4,1,0,False,True,False,0.1169811320754717
TXN_4242676,5.0,2.0,10.0,2023-11-26,10.0,False,False,Coffee,5.0,10,6,1,True,False,True,0.10767295597484276
TXN_6097706,4.0,4.0,16.0,2023-02-15,16.0,False,False,Pastry,4.0,1,2,1,False,False,True,0.1159748427672956
TXN_2047672,1.0,4.0,4.0,2023-01-25,4.0,False,False,Pastry,1.0,0,2,1,True,False,False,0.1159748427672956
TXN_6893490,3.0,2.0,6.0,2023-03-17,6.0,False,False,Coffee,3.0,2,4,1,True,False,True,0.10767295597484276
TXN_6851654,1.0,5.0,5.0,2023-01-25,5.0,False,False,Salad,1.0,0,2,2,False,True,True,0.1210062893081761
TXN_5889912,1.0,5.0,5.0,2023-09-26,5.0,False,False,Salad,1.0,8,1,2,False,False,False,0.1210062893081761
TXN_4483304,4.0,4.0,16.0,2023-11-08,16.0,False,False,Cold Drink,4.0,10,2,1,True,False,True,0.09886792452830188
TXN_3720223,4.0,3.0,12.0,2023-10-22,12.0,False,False,Pastry,4.0,9,6,1,False,False,True,0.11119496855345912
TXN_2726676,3.0,2.0,6.0,2023-08-10,6.0,False,False,Coffee,3.0,7,3,1,False,True,False,0.10767295597484276
TXN_4011694,1.0,2.0,2.0,2023-09-02,2.0,False,False,Other,1.0,8,5,1,True,False,False,0.035974842767295595
TXN_3558795,1.0,4.0,4.0,2023-05-30,4.0,False,False,Cold Drink,1.0,4,1,1,False,False,False,0.09886792452830188
TXN_4139983,5.0,1.5,7.5,2023-10-16,7.5,False,False,Tea,5.0,9,0,0,False,False,True,0.1079245283018868
TXN_9601220,3.0,1.0,3.0,2023-04-20,3.0,False,False,Other,3.0,3,3,0,False,True,True,0.035974842767295595
TXN_2935871,4.0,1.0,4.0,2023-07-07,4.0,False,False,Pastry,4.0,6,4,0,False,False,True,0.1169811320754717
TXN_8284910,1.0,4.0,4.0,2023-07-19,4.0,False,False,Cold Drink,1.0,6,2,1,False,False,False,0.09886792452830188
TXN_2123573,5.0,2.0,10.0,2023-01-09,10.0,False,False,Coffee,5.0,0,0,1,False,True,True,0.10767295597484276
TXN_8036176,4.0,1.0,4.0,2023-06-20,4.0,False,False,Pastry,4.0,5,1,0,True,False,True,0.1169811320754717
TXN_2490185,4.0,5.0,20.0,2023-12-18,20.0,False,False,Salad,4.0,11,0,2,True,False,False,0.1210062893081761
TXN_6295420,1.0,3.0,3.0,2023-09-27,3.0,False,False,Cold Drink,1.0,8,2,1,False,True,True,0.1210062893081761
TXN_1542042,4.0,3.0,12.0,2023-07-26,12.0,False,False,Pastry,4.0,6,2,1,True,False,True,0.11119496855345912
TXN_6579109,1.0,3.0,3.0,2023-02-22,3.0,False,False,Cold Drink,1.0,1,2,1,True,False,True,0.1210062893081761
TXN_5577030,4.0,1.0,4.0,2023-02-15,4.0,False,False,Pastry,4.0,1,2,0,False,True,True,0.1169811320754717
TXN_3910230,5.0,4.0,20.0,2023-01-05,20.0,False,False,Pastry,5.0,0,3,1,False,False,True,0.1159748427672956
TXN_6928775,2.0,1.0,2.0,2023-03-25,2.0,False,False,Other,2.0,2,5,0,False,False,False,0.035974842767295595
TXN_9861782,4.0,4.0,16.0,2023-07-15,16.0,False,False,Pastry,4.0,6,5,1,True,False,False,0.1159748427672956
TXN_8961155,5.0,3.0,15.0,2023-09-06,15.0,False,False,Pastry,5.0,8,2,1,False,False,True,0.11119496855345912
